Method,n_star_ratio,MAE,time_s
MIDAST[KS],0.5,0,3.1633799076080322
Neural-ECF[argmax],0.5,0,1.0052368640899658
Neural-ECF[peaks],0.5,0,1.0052368640899658
MIDAST[KS],0.5,0,3.156054973602295
Neural-ECF[argmax],0.5,5,1.0278608798980713
Neural-ECF[peaks],0.5,5,1.0278608798980713
MIDAST[KS],0.5,0,3.1762211322784424
Neural-ECF[argmax],0.5,0,1.0124528408050537
Neural-ECF[peaks],0.5,0,1.0124528408050537
MIDAST[KS],0.5,0,3.2265212535858154
Neural-ECF[argmax],0.5,0,1.090217113494873
Neural-ECF[peaks],0.5,0,1.090217113494873
MIDAST[KS],0.5,0,3.1631431579589844
Neural-ECF[argmax],0.5,0,1.0359609127044678
Neural-ECF[peaks],0.5,0,1.0359609127044678
MIDAST[KS],0.5,0,3.1814167499542236
Neural-ECF[argmax],0.5,45,1.0147252082824707
Neural-ECF[peaks],0.5,45,1.0147252082824707
MIDAST[KS],0.5,0,3.107487916946411
Neural-ECF[argmax],0.5,10,1.032641887664795
Neural-ECF[peaks],0.5,10,1.032641887664795
MIDAST[KS],0.5,0,3.0764591693878174
Neural-ECF[argmax],0.5,0,1.051110029220581
Neural-ECF[peaks],0.5,0,1.051110029220581
MIDAST[KS],0.5,0,3.188163995742798
Neural-ECF[argmax],0.5,0,1.0375988483428955
Neural-ECF[peaks],0.5,0,1.0375988483428955
MIDAST[KS],0.5,0,3.1664998531341553
Neural-ECF[argmax],0.5,0,1.0247559547424316
Neural-ECF[peaks],0.5,0,1.0247559547424316
MIDAST[KS],0.5,0,3.2226710319519043
Neural-ECF[argmax],0.5,0,1.0356109142303467
Neural-ECF[peaks],0.5,0,1.0356109142303467
MIDAST[KS],0.5,0,3.089590072631836
Neural-ECF[argmax],0.5,0,1.0384330749511719
Neural-ECF[peaks],0.5,0,1.0384330749511719
MIDAST[KS],0.5,0,3.201507091522217
Neural-ECF[argmax],0.5,0,1.0287220478057861
Neural-ECF[peaks],0.5,0,1.0287220478057861
MIDAST[KS],0.5,0,3.228257179260254
Neural-ECF[argmax],0.5,0,1.0348689556121826
Neural-ECF[peaks],0.5,0,1.0348689556121826
MIDAST[KS],0.5,0,3.2220420837402344
Neural-ECF[argmax],0.5,0,1.0638210773468018
Neural-ECF[peaks],0.5,0,1.0638210773468018
MIDAST[KS],0.5,0,3.2514820098876953
Neural-ECF[argmax],0.5,5,1.0945680141448975
Neural-ECF[peaks],0.5,5,1.0945680141448975
MIDAST[KS],0.5,0,3.212855815887451
Neural-ECF[argmax],0.5,0,1.1209468841552734
Neural-ECF[peaks],0.5,0,1.1209468841552734
MIDAST[KS],0.5,0,3.1610450744628906
Neural-ECF[argmax],0.5,0,1.0404181480407715
Neural-ECF[peaks],0.5,0,1.0404181480407715
MIDAST[KS],0.5,0,3.2554521560668945
Neural-ECF[argmax],0.5,5,1.0116281509399414
Neural-ECF[peaks],0.5,5,1.0116281509399414
MIDAST[KS],0.5,0,3.1878321170806885
Neural-ECF[argmax],0.5,0,1.0341179370880127
Neural-ECF[peaks],0.5,0,1.0341179370880127
MIDAST[KS],0.5,0,3.15681791305542
Neural-ECF[argmax],0.5,0,1.016643762588501
Neural-ECF[peaks],0.5,0,1.016643762588501
MIDAST[KS],0.5,0,3.1473891735076904
Neural-ECF[argmax],0.5,0,1.0196218490600586
Neural-ECF[peaks],0.5,0,1.0196218490600586
MIDAST[KS],0.5,0,3.1592509746551514
Neural-ECF[argmax],0.5,5,1.0285661220550537
Neural-ECF[peaks],0.5,5,1.0285661220550537
MIDAST[KS],0.5,0,3.108815908432007
Neural-ECF[argmax],0.5,0,1.008019208908081
Neural-ECF[peaks],0.5,0,1.008019208908081
MIDAST[KS],0.5,0,3.1658949851989746
Neural-ECF[argmax],0.5,0,1.0342719554901123
Neural-ECF[peaks],0.5,0,1.0342719554901123
MIDAST[KS],0.5,0,3.186060905456543
Neural-ECF[argmax],0.5,0,1.0433359146118164
Neural-ECF[peaks],0.5,0,1.0433359146118164
MIDAST[KS],0.5,0,3.0998668670654297
Neural-ECF[argmax],0.5,5,0.9980800151824951
Neural-ECF[peaks],0.5,5,0.9980800151824951
MIDAST[KS],0.5,0,3.1030969619750977
Neural-ECF[argmax],0.5,0,1.012474775314331
Neural-ECF[peaks],0.5,0,1.012474775314331
MIDAST[KS],0.5,0,3.164095878601074
Neural-ECF[argmax],0.5,0,1.0506081581115723
Neural-ECF[peaks],0.5,0,1.0506081581115723
MIDAST[KS],0.5,0,3.137057065963745
Neural-ECF[argmax],0.5,5,1.0575370788574219
Neural-ECF[peaks],0.5,5,1.0575370788574219
MIDAST[KS],0.5,0,3.1658172607421875
Neural-ECF[argmax],0.5,0,1.0155539512634277
Neural-ECF[peaks],0.5,0,1.0155539512634277
MIDAST[KS],0.5,0,3.195511817932129
Neural-ECF[argmax],0.5,10,1.0150041580200195
Neural-ECF[peaks],0.5,10,1.0150041580200195
MIDAST[KS],0.5,0,3.122338056564331
Neural-ECF[argmax],0.5,0,1.0212368965148926
Neural-ECF[peaks],0.5,0,1.0212368965148926
MIDAST[KS],0.5,0,3.1680808067321777
Neural-ECF[argmax],0.5,0,1.0205960273742676
Neural-ECF[peaks],0.5,0,1.0205960273742676
MIDAST[KS],0.5,0,3.1179380416870117
Neural-ECF[argmax],0.5,0,1.0424339771270752
Neural-ECF[peaks],0.5,0,1.0424339771270752
MIDAST[KS],0.5,0,3.17836594581604
Neural-ECF[argmax],0.5,0,1.0285980701446533
Neural-ECF[peaks],0.5,0,1.0285980701446533
MIDAST[KS],0.5,0,3.1595728397369385
Neural-ECF[argmax],0.5,0,1.0087640285491943
Neural-ECF[peaks],0.5,0,1.0087640285491943
MIDAST[KS],0.5,0,3.1896491050720215
Neural-ECF[argmax],0.5,0,1.0408599376678467
Neural-ECF[peaks],0.5,0,1.0408599376678467
MIDAST[KS],0.5,0,3.2040679454803467
Neural-ECF[argmax],0.5,0,1.0278878211975098
Neural-ECF[peaks],0.5,0,1.0278878211975098
MIDAST[KS],0.5,0,3.143991708755493
Neural-ECF[argmax],0.5,0,1.0093660354614258
Neural-ECF[peaks],0.5,0,1.0093660354614258
MIDAST[KS],0.5,0,3.2044570446014404
Neural-ECF[argmax],0.5,0,0.9741451740264893
Neural-ECF[peaks],0.5,0,0.9741451740264893
MIDAST[KS],0.5,0,3.1409409046173096
Neural-ECF[argmax],0.5,5,1.00299072265625
Neural-ECF[peaks],0.5,5,1.00299072265625
MIDAST[KS],0.5,0,3.1603970527648926
Neural-ECF[argmax],0.5,0,1.0439300537109375
Neural-ECF[peaks],0.5,0,1.0439300537109375
MIDAST[KS],0.5,0,3.099601984024048
Neural-ECF[argmax],0.5,0,1.0769848823547363
Neural-ECF[peaks],0.5,0,1.0769848823547363
MIDAST[KS],0.5,0,3.1603991985321045
Neural-ECF[argmax],0.5,0,1.0620839595794678
Neural-ECF[peaks],0.5,0,1.0620839595794678
MIDAST[KS],0.5,0,3.188336133956909
Neural-ECF[argmax],0.5,0,1.0402979850769043
Neural-ECF[peaks],0.5,0,1.0402979850769043
MIDAST[KS],0.5,0,3.138813018798828
Neural-ECF[argmax],0.5,0,1.0321731567382812
Neural-ECF[peaks],0.5,0,1.0321731567382812
MIDAST[KS],0.5,0,3.2105391025543213
Neural-ECF[argmax],0.5,0,1.0137419700622559
Neural-ECF[peaks],0.5,0,1.0137419700622559
MIDAST[KS],0.5,0,3.157877206802368
Neural-ECF[argmax],0.5,10,1.0396451950073242
Neural-ECF[peaks],0.5,10,1.0396451950073242
MIDAST[KS],0.5,0,3.174959897994995
Neural-ECF[argmax],0.5,0,1.0256330966949463
Neural-ECF[peaks],0.5,0,1.0256330966949463
MIDAST[KS],0.5,0,3.1417481899261475
Neural-ECF[argmax],0.5,0,1.0423469543457031
Neural-ECF[peaks],0.5,0,1.0423469543457031
MIDAST[KS],0.5,0,3.161478281021118
Neural-ECF[argmax],0.5,0,1.0497570037841797
Neural-ECF[peaks],0.5,0,1.0497570037841797
MIDAST[KS],0.5,0,3.1566390991210938
Neural-ECF[argmax],0.5,0,1.030493974685669
Neural-ECF[peaks],0.5,0,1.030493974685669
MIDAST[KS],0.5,0,3.0908658504486084
Neural-ECF[argmax],0.5,5,0.9980881214141846
Neural-ECF[peaks],0.5,5,0.9980881214141846
MIDAST[KS],0.5,0,3.1281678676605225
Neural-ECF[argmax],0.5,0,0.9918341636657715
Neural-ECF[peaks],0.5,0,0.9918341636657715
MIDAST[KS],0.5,0,3.134587049484253
Neural-ECF[argmax],0.5,10,1.0206012725830078
Neural-ECF[peaks],0.5,10,1.0206012725830078
MIDAST[KS],0.5,0,3.148557186126709
Neural-ECF[argmax],0.5,0,1.0368990898132324
Neural-ECF[peaks],0.5,0,1.0368990898132324
MIDAST[KS],0.5,0,3.1430888175964355
Neural-ECF[argmax],0.5,0,1.0482490062713623
Neural-ECF[peaks],0.5,0,1.0482490062713623
MIDAST[KS],0.5,0,3.1510469913482666
Neural-ECF[argmax],0.5,0,1.0136749744415283
Neural-ECF[peaks],0.5,0,1.0136749744415283
MIDAST[KS],0.5,0,3.224411964416504
Neural-ECF[argmax],0.5,0,1.02889084815979
Neural-ECF[peaks],0.5,0,1.02889084815979
MIDAST[KS],0.5,0,3.2007172107696533
Neural-ECF[argmax],0.5,0,1.0147359371185303
Neural-ECF[peaks],0.5,0,1.0147359371185303
MIDAST[KS],0.5,0,3.1204748153686523
Neural-ECF[argmax],0.5,0,1.0568411350250244
Neural-ECF[peaks],0.5,0,1.0568411350250244
MIDAST[KS],0.5,0,3.1038191318511963
Neural-ECF[argmax],0.5,5,1.0253510475158691
Neural-ECF[peaks],0.5,5,1.0253510475158691
MIDAST[KS],0.5,0,3.1457719802856445
Neural-ECF[argmax],0.5,0,1.0116651058197021
Neural-ECF[peaks],0.5,0,1.0116651058197021
MIDAST[KS],0.5,0,3.1458017826080322
Neural-ECF[argmax],0.5,0,0.9778921604156494
Neural-ECF[peaks],0.5,0,0.9778921604156494
MIDAST[KS],0.5,0,3.0757508277893066
Neural-ECF[argmax],0.5,5,1.030951976776123
Neural-ECF[peaks],0.5,5,1.030951976776123
MIDAST[KS],0.5,0,3.1654348373413086
Neural-ECF[argmax],0.5,15,1.0237231254577637
Neural-ECF[peaks],0.5,15,1.0237231254577637
MIDAST[KS],0.5,0,3.0769238471984863
Neural-ECF[argmax],0.5,5,1.021536111831665
Neural-ECF[peaks],0.5,5,1.021536111831665
MIDAST[KS],0.5,0,3.1667869091033936
Neural-ECF[argmax],0.5,0,0.9940369129180908
Neural-ECF[peaks],0.5,0,0.9940369129180908
MIDAST[KS],0.5,0,3.1930220127105713
Neural-ECF[argmax],0.5,0,1.0268850326538086
Neural-ECF[peaks],0.5,0,1.0268850326538086
MIDAST[KS],0.5,0,3.1040802001953125
Neural-ECF[argmax],0.5,0,1.0051801204681396
Neural-ECF[peaks],0.5,0,1.0051801204681396
MIDAST[KS],0.5,0,3.1132888793945312
Neural-ECF[argmax],0.5,0,1.0366079807281494
Neural-ECF[peaks],0.5,0,1.0366079807281494
MIDAST[KS],0.5,0,3.2055819034576416
Neural-ECF[argmax],0.5,0,1.0522968769073486
Neural-ECF[peaks],0.5,0,1.0522968769073486
MIDAST[KS],0.5,0,3.1198360919952393
Neural-ECF[argmax],0.5,0,1.0480079650878906
Neural-ECF[peaks],0.5,0,1.0480079650878906
MIDAST[KS],0.5,0,3.1858110427856445
Neural-ECF[argmax],0.5,5,1.0356881618499756
Neural-ECF[peaks],0.5,5,1.0356881618499756
MIDAST[KS],0.5,0,3.120077133178711
Neural-ECF[argmax],0.5,0,1.0266637802124023
Neural-ECF[peaks],0.5,0,1.0266637802124023
MIDAST[KS],0.5,0,3.16216778755188
Neural-ECF[argmax],0.5,5,1.0332973003387451
Neural-ECF[peaks],0.5,5,1.0332973003387451
MIDAST[KS],0.5,0,3.171552896499634
Neural-ECF[argmax],0.5,0,1.0177209377288818
Neural-ECF[peaks],0.5,0,1.0177209377288818
MIDAST[KS],0.5,0,3.0992541313171387
Neural-ECF[argmax],0.5,10,1.030503273010254
Neural-ECF[peaks],0.5,10,1.030503273010254
MIDAST[KS],0.5,0,3.126494884490967
Neural-ECF[argmax],0.5,0,1.0164170265197754
Neural-ECF[peaks],0.5,0,1.0164170265197754
MIDAST[KS],0.5,0,3.1233718395233154
Neural-ECF[argmax],0.5,0,1.046328067779541
Neural-ECF[peaks],0.5,0,1.046328067779541
MIDAST[KS],0.5,0,3.1125309467315674
Neural-ECF[argmax],0.5,0,1.0066428184509277
Neural-ECF[peaks],0.5,0,1.0066428184509277
MIDAST[KS],0.5,0,3.1424310207366943
Neural-ECF[argmax],0.5,0,1.0327138900756836
Neural-ECF[peaks],0.5,0,1.0327138900756836
MIDAST[KS],0.5,0,3.1019210815429688
Neural-ECF[argmax],0.5,0,1.0187041759490967
Neural-ECF[peaks],0.5,0,1.0187041759490967
MIDAST[KS],0.5,0,3.2208681106567383
Neural-ECF[argmax],0.5,0,1.0163989067077637
Neural-ECF[peaks],0.5,0,1.0163989067077637
MIDAST[KS],0.5,0,3.143588066101074
Neural-ECF[argmax],0.5,0,1.0306737422943115
Neural-ECF[peaks],0.5,0,1.0306737422943115
MIDAST[KS],0.5,0,3.130925178527832
Neural-ECF[argmax],0.5,0,1.0350141525268555
Neural-ECF[peaks],0.5,0,1.0350141525268555
MIDAST[KS],0.5,0,3.169973134994507
Neural-ECF[argmax],0.5,0,1.035710096359253
Neural-ECF[peaks],0.5,0,1.035710096359253
MIDAST[KS],0.5,0,3.1569628715515137
Neural-ECF[argmax],0.5,0,1.0111720561981201
Neural-ECF[peaks],0.5,0,1.0111720561981201
MIDAST[KS],0.5,0,3.1037142276763916
Neural-ECF[argmax],0.5,0,1.0192630290985107
Neural-ECF[peaks],0.5,0,1.0192630290985107
MIDAST[KS],0.5,0,3.1122899055480957
Neural-ECF[argmax],0.5,0,1.0227599143981934
Neural-ECF[peaks],0.5,0,1.0227599143981934
MIDAST[KS],0.5,0,3.1692731380462646
Neural-ECF[argmax],0.5,0,1.0383999347686768
Neural-ECF[peaks],0.5,0,1.0383999347686768
MIDAST[KS],0.5,0,3.126499891281128
Neural-ECF[argmax],0.5,0,1.0279669761657715
Neural-ECF[peaks],0.5,0,1.0279669761657715
MIDAST[KS],0.5,0,3.1568098068237305
Neural-ECF[argmax],0.5,5,1.017498254776001
Neural-ECF[peaks],0.5,5,1.017498254776001
MIDAST[KS],0.5,0,3.150359630584717
Neural-ECF[argmax],0.5,5,1.047476053237915
Neural-ECF[peaks],0.5,5,1.047476053237915
MIDAST[KS],0.5,0,3.093475103378296
Neural-ECF[argmax],0.5,15,1.0006341934204102
Neural-ECF[peaks],0.5,15,1.0006341934204102
MIDAST[KS],0.5,0,3.225036144256592
Neural-ECF[argmax],0.5,0,1.0483100414276123
Neural-ECF[peaks],0.5,0,1.0483100414276123
MIDAST[KS],0.5,0,3.1520209312438965
Neural-ECF[argmax],0.5,0,1.0220460891723633
Neural-ECF[peaks],0.5,0,1.0220460891723633
MIDAST[KS],0.5,0,3.1180508136749268
Neural-ECF[argmax],0.5,5,1.0107049942016602
Neural-ECF[peaks],0.5,5,1.0107049942016602
MIDAST[KS],0.5,0,3.0872931480407715
Neural-ECF[argmax],0.5,0,1.0248191356658936
Neural-ECF[peaks],0.5,0,1.0248191356658936
MIDAST[KS],0.5,0,3.1100027561187744
Neural-ECF[argmax],0.5,5,1.0226759910583496
Neural-ECF[peaks],0.5,5,1.0226759910583496
MIDAST[KS],0.5,0,3.1652169227600098
Neural-ECF[argmax],0.5,0,1.0374526977539062
Neural-ECF[peaks],0.5,0,1.0374526977539062
MIDAST[KS],0.5,0,3.1009910106658936
Neural-ECF[argmax],0.5,0,1.0595381259918213
Neural-ECF[peaks],0.5,0,1.0595381259918213
MIDAST[KS],0.5,0,3.0986030101776123
Neural-ECF[argmax],0.5,0,1.0268440246582031
Neural-ECF[peaks],0.5,0,1.0268440246582031
MIDAST[KS],0.5,0,3.0740039348602295
Neural-ECF[argmax],0.5,5,1.0351049900054932
Neural-ECF[peaks],0.5,5,1.0351049900054932
MIDAST[KS],0.5,0,3.1171319484710693
Neural-ECF[argmax],0.5,10,0.9928619861602783
Neural-ECF[peaks],0.5,10,0.9928619861602783
MIDAST[KS],0.5,0,3.0804829597473145
Neural-ECF[argmax],0.5,0,1.013983964920044
Neural-ECF[peaks],0.5,0,1.013983964920044
MIDAST[KS],0.5,0,3.1414670944213867
Neural-ECF[argmax],0.5,0,1.0381808280944824
Neural-ECF[peaks],0.5,0,1.0381808280944824
MIDAST[KS],0.5,0,3.2265450954437256
Neural-ECF[argmax],0.5,0,1.0114848613739014
Neural-ECF[peaks],0.5,0,1.0114848613739014
MIDAST[KS],0.5,0,3.133875846862793
Neural-ECF[argmax],0.5,0,1.0544238090515137
Neural-ECF[peaks],0.5,0,1.0544238090515137
MIDAST[KS],0.5,0,3.140828847885132
Neural-ECF[argmax],0.5,15,1.0275599956512451
Neural-ECF[peaks],0.5,15,1.0275599956512451
MIDAST[KS],0.5,0,3.1712138652801514
Neural-ECF[argmax],0.5,0,1.0251128673553467
Neural-ECF[peaks],0.5,0,1.0251128673553467
MIDAST[KS],0.5,0,3.1375298500061035
Neural-ECF[argmax],0.5,0,1.026397943496704
Neural-ECF[peaks],0.5,0,1.026397943496704
MIDAST[KS],0.5,0,3.128466844558716
Neural-ECF[argmax],0.5,0,1.0185160636901855
Neural-ECF[peaks],0.5,0,1.0185160636901855
MIDAST[KS],0.5,0,3.1345529556274414
Neural-ECF[argmax],0.5,10,1.0235588550567627
Neural-ECF[peaks],0.5,10,1.0235588550567627
MIDAST[KS],0.5,0,3.136195659637451
Neural-ECF[argmax],0.5,0,1.080801010131836
Neural-ECF[peaks],0.5,0,1.080801010131836
MIDAST[KS],0.5,0,3.137237071990967
Neural-ECF[argmax],0.5,0,1.0234763622283936
Neural-ECF[peaks],0.5,0,1.0234763622283936
MIDAST[KS],0.5,0,3.176352024078369
Neural-ECF[argmax],0.5,10,1.0103368759155273
Neural-ECF[peaks],0.5,10,1.0103368759155273
MIDAST[KS],0.5,0,3.1699509620666504
Neural-ECF[argmax],0.5,0,1.0495610237121582
Neural-ECF[peaks],0.5,0,1.0495610237121582
MIDAST[KS],0.5,0,3.1181938648223877
Neural-ECF[argmax],0.5,0,1.0298027992248535
Neural-ECF[peaks],0.5,0,1.0298027992248535
MIDAST[KS],0.5,0,3.156712293624878
Neural-ECF[argmax],0.5,0,0.9852361679077148
Neural-ECF[peaks],0.5,0,0.9852361679077148
MIDAST[KS],0.5,0,3.1683130264282227
Neural-ECF[argmax],0.5,0,1.0286710262298584
Neural-ECF[peaks],0.5,0,1.0286710262298584
MIDAST[KS],0.5,0,3.1108951568603516
Neural-ECF[argmax],0.5,0,1.0378029346466064
Neural-ECF[peaks],0.5,0,1.0378029346466064
MIDAST[KS],0.5,0,3.1665849685668945
Neural-ECF[argmax],0.5,0,1.018988847732544
Neural-ECF[peaks],0.5,0,1.018988847732544
MIDAST[KS],0.5,0,3.105424165725708
Neural-ECF[argmax],0.5,0,1.0103402137756348
Neural-ECF[peaks],0.5,0,1.0103402137756348
MIDAST[KS],0.5,0,3.089237928390503
Neural-ECF[argmax],0.5,0,1.0377089977264404
Neural-ECF[peaks],0.5,0,1.0377089977264404
MIDAST[KS],0.5,0,3.168977975845337
Neural-ECF[argmax],0.5,0,1.044524908065796
Neural-ECF[peaks],0.5,0,1.044524908065796
MIDAST[KS],0.5,0,3.1130402088165283
Neural-ECF[argmax],0.5,0,1.0277042388916016
Neural-ECF[peaks],0.5,0,1.0277042388916016
MIDAST[KS],0.5,0,3.0730807781219482
Neural-ECF[argmax],0.5,0,1.0375299453735352
Neural-ECF[peaks],0.5,0,1.0375299453735352
MIDAST[KS],0.5,0,3.095367193222046
Neural-ECF[argmax],0.5,0,0.9897222518920898
Neural-ECF[peaks],0.5,0,0.9897222518920898
MIDAST[KS],0.5,0,3.147979974746704
Neural-ECF[argmax],0.5,0,1.0262939929962158
Neural-ECF[peaks],0.5,0,1.0262939929962158
MIDAST[KS],0.5,0,3.25827693939209
Neural-ECF[argmax],0.5,0,1.025846004486084
Neural-ECF[peaks],0.5,0,1.025846004486084
MIDAST[KS],0.5,0,3.2405447959899902
Neural-ECF[argmax],0.5,0,1.0370690822601318
Neural-ECF[peaks],0.5,0,1.0370690822601318
MIDAST[KS],0.5,0,3.1389288902282715
Neural-ECF[argmax],0.5,15,1.0367610454559326
Neural-ECF[peaks],0.5,15,1.0367610454559326
MIDAST[KS],0.5,0,3.136367082595825
Neural-ECF[argmax],0.5,0,1.0748798847198486
Neural-ECF[peaks],0.5,0,1.0748798847198486
MIDAST[KS],0.5,0,3.1621031761169434
Neural-ECF[argmax],0.5,0,0.9915750026702881
Neural-ECF[peaks],0.5,0,0.9915750026702881
MIDAST[KS],0.5,0,3.1129631996154785
Neural-ECF[argmax],0.5,0,1.0059690475463867
Neural-ECF[peaks],0.5,0,1.0059690475463867
MIDAST[KS],0.5,0,3.1040761470794678
Neural-ECF[argmax],0.5,20,0.9950742721557617
Neural-ECF[peaks],0.5,20,0.9950742721557617
MIDAST[KS],0.5,0,3.1391549110412598
Neural-ECF[argmax],0.5,0,1.0186901092529297
Neural-ECF[peaks],0.5,0,1.0186901092529297
MIDAST[KS],0.5,0,3.1077611446380615
Neural-ECF[argmax],0.5,0,1.0341289043426514
Neural-ECF[peaks],0.5,0,1.0341289043426514
MIDAST[KS],0.5,0,3.184652090072632
Neural-ECF[argmax],0.5,10,1.0256922245025635
Neural-ECF[peaks],0.5,10,1.0256922245025635
MIDAST[KS],0.5,0,3.047250986099243
Neural-ECF[argmax],0.5,0,1.0495021343231201
Neural-ECF[peaks],0.5,0,1.0495021343231201
MIDAST[KS],0.5,0,3.1178057193756104
Neural-ECF[argmax],0.5,0,1.0372951030731201
Neural-ECF[peaks],0.5,0,1.0372951030731201
MIDAST[KS],0.5,0,3.0902671813964844
Neural-ECF[argmax],0.5,5,1.0285320281982422
Neural-ECF[peaks],0.5,5,1.0285320281982422
MIDAST[KS],0.5,0,3.1965596675872803
Neural-ECF[argmax],0.5,0,1.0184080600738525
Neural-ECF[peaks],0.5,0,1.0184080600738525
MIDAST[KS],0.5,0,3.0898008346557617
Neural-ECF[argmax],0.5,0,1.024780035018921
Neural-ECF[peaks],0.5,0,1.024780035018921
MIDAST[KS],0.5,0,3.2118868827819824
Neural-ECF[argmax],0.5,0,1.0296602249145508
Neural-ECF[peaks],0.5,0,1.0296602249145508
MIDAST[KS],0.5,0,3.1444361209869385
Neural-ECF[argmax],0.5,5,1.04249906539917
Neural-ECF[peaks],0.5,5,1.04249906539917
MIDAST[KS],0.5,0,3.184731960296631
Neural-ECF[argmax],0.5,0,1.0454347133636475
Neural-ECF[peaks],0.5,0,1.0454347133636475
MIDAST[KS],0.5,0,3.1022720336914062
Neural-ECF[argmax],0.5,0,1.0594170093536377
Neural-ECF[peaks],0.5,0,1.0594170093536377
MIDAST[KS],0.5,0,3.185711145401001
Neural-ECF[argmax],0.5,5,1.0579357147216797
Neural-ECF[peaks],0.5,5,1.0579357147216797
MIDAST[KS],0.5,0,3.1242971420288086
Neural-ECF[argmax],0.5,0,1.0433588027954102
Neural-ECF[peaks],0.5,0,1.0433588027954102
MIDAST[KS],0.5,0,3.1451661586761475
Neural-ECF[argmax],0.5,5,0.9817121028900146
Neural-ECF[peaks],0.5,5,0.9817121028900146
MIDAST[KS],0.5,0,3.111833095550537
Neural-ECF[argmax],0.5,0,1.0582280158996582
Neural-ECF[peaks],0.5,0,1.0582280158996582
MIDAST[KS],0.5,0,3.1670868396759033
Neural-ECF[argmax],0.5,10,1.0485780239105225
Neural-ECF[peaks],0.5,10,1.0485780239105225
MIDAST[KS],0.5,0,3.1160829067230225
Neural-ECF[argmax],0.5,5,1.0344200134277344
Neural-ECF[peaks],0.5,5,1.0344200134277344
MIDAST[KS],0.5,0,3.0856070518493652
Neural-ECF[argmax],0.5,0,1.0302228927612305
Neural-ECF[peaks],0.5,0,1.0302228927612305
MIDAST[KS],0.5,0,3.1291918754577637
Neural-ECF[argmax],0.5,0,1.004889726638794
Neural-ECF[peaks],0.5,0,1.004889726638794
MIDAST[KS],0.5,0,3.187626600265503
Neural-ECF[argmax],0.5,0,1.0243167877197266
Neural-ECF[peaks],0.5,0,1.0243167877197266
MIDAST[KS],0.5,0,3.1267879009246826
Neural-ECF[argmax],0.5,0,1.045158863067627
Neural-ECF[peaks],0.5,0,1.045158863067627
MIDAST[KS],0.5,0,3.136082887649536
Neural-ECF[argmax],0.5,0,1.004805088043213
Neural-ECF[peaks],0.5,0,1.004805088043213
MIDAST[KS],0.5,0,3.2245497703552246
Neural-ECF[argmax],0.5,0,1.0342249870300293
Neural-ECF[peaks],0.5,0,1.0342249870300293
MIDAST[KS],0.5,0,3.21368408203125
Neural-ECF[argmax],0.5,5,1.007171630859375
Neural-ECF[peaks],0.5,5,1.007171630859375
MIDAST[KS],0.5,0,3.1963860988616943
Neural-ECF[argmax],0.5,0,1.011733055114746
Neural-ECF[peaks],0.5,0,1.011733055114746
MIDAST[KS],0.5,0,3.1976051330566406
Neural-ECF[argmax],0.5,0,1.032343864440918
Neural-ECF[peaks],0.5,0,1.032343864440918
MIDAST[KS],0.5,0,3.1686789989471436
Neural-ECF[argmax],0.5,0,1.0411481857299805
Neural-ECF[peaks],0.5,0,1.0411481857299805
MIDAST[KS],0.5,0,3.1508448123931885
Neural-ECF[argmax],0.5,0,1.031904935836792
Neural-ECF[peaks],0.5,0,1.031904935836792
MIDAST[KS],0.5,0,3.1320810317993164
Neural-ECF[argmax],0.5,0,1.0016467571258545
Neural-ECF[peaks],0.5,0,1.0016467571258545
MIDAST[KS],0.5,0,3.094244956970215
Neural-ECF[argmax],0.5,0,0.9974808692932129
Neural-ECF[peaks],0.5,0,0.9974808692932129
MIDAST[KS],0.5,0,3.1701571941375732
Neural-ECF[argmax],0.5,0,0.9849720001220703
Neural-ECF[peaks],0.5,0,0.9849720001220703
MIDAST[KS],0.5,0,3.204202890396118
Neural-ECF[argmax],0.5,5,0.9470658302307129
Neural-ECF[peaks],0.5,5,0.9470658302307129
MIDAST[KS],0.5,0,3.116560935974121
Neural-ECF[argmax],0.5,10,1.0485310554504395
Neural-ECF[peaks],0.5,10,1.0485310554504395
MIDAST[KS],0.5,0,3.039708375930786
Neural-ECF[argmax],0.5,0,1.0269911289215088
Neural-ECF[peaks],0.5,0,1.0269911289215088
MIDAST[KS],0.5,0,3.0739829540252686
Neural-ECF[argmax],0.5,0,1.0174438953399658
Neural-ECF[peaks],0.5,0,1.0174438953399658
MIDAST[KS],0.5,0,3.0695598125457764
Neural-ECF[argmax],0.5,0,1.0860638618469238
Neural-ECF[peaks],0.5,0,1.0860638618469238
MIDAST[KS],0.5,0,3.165862798690796
Neural-ECF[argmax],0.5,0,1.0528819561004639
Neural-ECF[peaks],0.5,0,1.0528819561004639
MIDAST[KS],0.5,0,3.1367149353027344
Neural-ECF[argmax],0.5,10,1.0313169956207275
Neural-ECF[peaks],0.5,10,1.0313169956207275
MIDAST[KS],0.5,0,3.226547956466675
Neural-ECF[argmax],0.5,5,1.0475950241088867
Neural-ECF[peaks],0.5,5,1.0475950241088867
MIDAST[KS],0.5,0,3.1637020111083984
Neural-ECF[argmax],0.5,0,1.0089669227600098
Neural-ECF[peaks],0.5,0,1.0089669227600098
MIDAST[KS],0.5,0,3.165172815322876
Neural-ECF[argmax],0.5,0,1.0057017803192139
Neural-ECF[peaks],0.5,0,1.0057017803192139
MIDAST[KS],0.5,0,3.2021758556365967
Neural-ECF[argmax],0.5,0,1.034956932067871
